uncomp,,,,,,comp,,,,,,sczcopy,,,,,
Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte
58368,1709345484,1709343810,3740004,3740004,64.07627467,58368,2591956301,2591962078,5669792,5669792,97.13870614,58368,1727017775,1727013372,3759380,3759380,64.40823739
58432,1713089584,1713087910,3744100,3744100,64.07619113,58432,2597632301,2597638078,5676000,5676000,97.13855422,58432,1730781251,1730776848,3763476,3763476,64.40779025
58496,1716837780,1716836106,3748196,3748196,64.07610777,58496,2603314509,2603320286,5682208,5682208,97.13840263,58496,1734548823,1734544420,3767572,3767572,64.40734409
58560,1720590072,1720588398,3752292,3752292,64.07602459,58560,2609002925,2609008702,5688416,5688416,97.13825137,58560,1738320491,1738316088,3771668,3771668,64.40689891
58624,1724346460,1724344786,3756388,3756388,64.07594159,58624,2614697549,2614703326,5694624,5694624,97.13810044,58624,1742096255,1742091852,3775764,3775764,64.40645469
58688,1728106944,1728105270,3760484,3760484,64.07585878,58688,2620398381,2620404158,5700832,5700832,97.13794984,58688,1745876115,1745871712,3779860,3779860,64.40601145
58752,1731871524,1731869850,3764580,3764580,64.07577614,58752,2626105421,2626111198,5707040,5707040,97.13779956,58752,1749660071,1749655668,3783956,3783956,64.40556917
58816,1735640200,1735638526,3768676,3768676,64.07569369,58816,2631818669,2631824446,5713248,5713248,97.13764962,58816,1753448123,1753443720,3788052,3788052,64.40512786
58880,1739412972,1739411298,3772772,3772772,64.07561141,58880,2637538125,2637543902,5719456,5719456,97.1375,58880,1757240271,1757235868,3792148,3792148,64.4046875
58944,1743189840,1743188166,3776868,3776868,64.07552932,58944,2643263789,2643269566,5725664,5725664,97.13735071,58944,1761036515,1761032112,3796244,3796244,64.4042481
59008,1746970804,1746969130,3780964,3780964,64.0754474,59008,2648995661,2649001438,5731872,5731872,97.13720174,59008,1764836855,1764832452,3800340,3800340,64.40380965
59072,1750755864,1750754190,3785060,3785060,64.07536566,59072,2654733741,2654739518,5738080,5738080,97.13705309,59072,1768641291,1768636888,3804436,3804436,64.40337216
59136,1754545020,1754543346,3789156,3789156,64.07528409,59136,2660478029,2660483806,5744288,5744288,97.13690476,59136,1772449823,1772445420,3808532,3808532,64.40293561
59200,1758338272,1758336598,3793252,3793252,64.0752027,59200,2666228525,2666234302,5750496,5750496,97.13675676,59200,1776262451,1776258048,3812628,3812628,64.4025
59264,1762135620,1762133946,3797348,3797348,64.07512149,59264,2671985229,2671991006,5756704,5756704,97.13660907,59264,1780079175,1780074772,3816724,3816724,64.40206533
59328,1765937064,1765935390,3801444,3801444,64.07504045,59328,2677748141,2677753918,5762912,5762912,97.1364617,59328,1783899995,1783895592,3820820,3820820,64.40163161
59392,1769742604,1769740930,3805540,3805540,64.07495959,59392,2683517261,2683523038,5769120,5769120,97.13631466,59392,1787724911,1787720508,3824916,3824916,64.40119881
59456,1773552240,1773550566,3809636,3809636,64.0748789,59456,2689292589,2689298366,5775328,5775328,97.13616792,59456,1791553923,1791549520,3829012,3829012,64.40076695
59520,1777365972,1777364298,3813732,3813732,64.07479839,59520,2695074125,2695079902,5781536,5781536,97.13602151,59520,1795387031,1795382628,3833108,3833108,64.40033602
59584,1781183800,1781182126,3817828,3817828,64.07471805,59584,2700861869,2700867646,5787744,5787744,97.1358754,59584,1799224235,1799219832,3837204,3837204,64.39990602
59648,1785005724,1785004050,3821924,3821924,64.07463788,59648,2706655821,2706661598,5793952,5793952,97.13572961,59648,1803065535,1803061132,3841300,3841300,64.39947693
59712,1788831744,1788830070,3826020,3826020,64.07455788,59712,2712455981,2712461758,5800160,5800160,97.13558414,59712,1806910931,1806906528,3845396,3845396,64.39904877
59776,1792663226,1792660186,3831482,3830116,64.09733003,59776,2718262349,2718268126,5806368,5806368,97.13543897,59776,1810760423,1810757394,3849492,3850866,64.39862152
59840,1796497438,1796494398,3834212,3834212,64.0743984,59840,2724074925,2724080702,5812576,5812576,97.13529412,59840,1814614011,1814610982,3853588,3853588,64.39819519
59904,1800335746,1800332706,3838308,3838308,64.07431891,59904,2729893709,2729899486,5818784,5818784,97.13514957,59904,1818471695,1818468666,3857684,3857684,64.39776976
59968,1804178150,1804175110,3842404,3842404,64.07423959,59968,2735718701,2735725852,5824992,5826366,97.13500534,59968,1822333475,1822330446,3861780,3861780,64.39734525
60032,1808024650,1808021610,3846500,3846500,64.07416045,60032,2741549901,2741557052,5831200,5831200,97.13486141,60032,1826199351,1826196322,3865876,3865876,64.39692164
60096,1811875246,1811872206,3850596,3850596,64.07408147,60096,2747387309,2747394460,5837408,5837408,97.13471778,60096,1830069323,1830066294,3869972,3869972,64.39649894
60160,1815729938,1815726898,3854692,3854692,64.07400266,60160,2753230925,2753238076,5843616,5843616,97.13457447,60160,1833943391,1833940362,3874068,3874068,64.39607713
60224,1819588726,1819585686,3858788,3858788,64.07392402,60224,2759080749,2759087900,5849824,5849824,97.13443146,60224,1837821555,1837818526,3878164,3878164,64.39565622
60288,1823451610,1823448570,3862884,3862884,64.07384554,60288,2764936781,2764943932,5856032,5856032,97.13428875,60288,1841703815,1841700786,3882260,3882260,64.3952362
60352,1827318590,1827315550,3866980,3866980,64.07376723,60352,2770799021,2770806172,5862240,5862240,97.13414634,60352,1845590171,1845587142,3886356,3886356,64.39481707
60416,1831189666,1831186626,3871076,3871076,64.07368909,60416,2776667469,2776674620,5868448,5868448,97.13400424,60416,1849480623,1849477594,3890452,3890452,64.39439883
60480,1835064838,1835061798,3875172,3875172,64.07361111,60480,2782542125,2782549276,5874656,5874656,97.13386243,60480,1853375171,1853372142,3894548,3894548,64.39398148
60544,1838944106,1838941066,3879268,3879268,64.0735333,60544,2788422989,2788430140,5880864,5880864,97.13372093,60544,1857273815,1857270786,3898644,3898644,64.39356501
60608,1842827470,1842824430,3883364,3883364,64.07345565,60608,2794310061,2794317212,5887072,5887072,97.13357973,60608,1861176555,1861173526,3902740,3902740,64.39314942
60672,1846714930,1846711890,3887460,3887460,64.07337816,60672,2800203341,2800210492,5893280,5893280,97.13343882,60672,1865083391,1865080362,3906836,3906836,64.3927347
60736,1850606486,1850603446,3891556,3891556,64.07330084,60736,2806102829,2806109980,5899488,5899488,97.13329821,60736,1868994323,1868991294,3910932,3910932,64.39232086
60800,1854502138,1854499098,3895652,3895652,64.07322368,60800,2812008525,2812015676,5905696,5905696,97.13315789,60800,1872909351,1872906322,3915028,3915028,64.39190789
60864,1858401886,1858398846,3899748,3899748,64.07314669,60864,2817920429,2817927580,5911904,5911904,97.13301788,60864,1876828475,1876825446,3919124,3919124,64.39149579
60928,1862305730,1862302690,3903844,3903844,64.07306985,60928,2823838541,2823845692,5918112,5918112,97.13287815,60928,1880751695,1880748666,3923220,3923220,64.39108456
60992,1866213670,1866210630,3907940,3907940,64.07299318,60992,2829762861,2829770012,5924320,5924320,97.13273872,60992,1884679011,1884675982,3927316,3927316,64.39067419
61056,1870125706,1870122666,3912036,3912036,64.07291667,61056,2835693389,2835700540,5930528,5930528,97.13259958,61056,1888610423,1888607394,3931412,3931412,64.39026468
61120,1874041838,1874038798,3916132,3916132,64.07284031,61120,2841630125,2841637276,5936736,5936736,97.13246073,61120,1892545931,1892542902,3935508,3935508,64.38985602
61184,1877962066,1877959026,3920228,3920228,64.07276412,61184,2847573069,2847580220,5942944,5942944,97.13232218,61184,1896485535,1896482506,3939604,3939604,64.38944822
61248,1881886390,1881883350,3924324,3924324,64.07268809,61248,2853522221,2853529372,5949152,5949152,97.13218391,61248,1900429235,1900426206,3943700,3943700,64.38904127
61312,1885814810,1885811770,3928420,3928420,64.07261221,61312,2859477581,2859484732,5955360,5955360,97.13204593,61312,1904377031,1904374002,3947796,3947796,64.38863518
61376,1889747326,1889744286,3932516,3932516,64.0725365,61376,2865439149,2865446300,5961568,5961568,97.13190824,61376,1908328923,1908325894,3951892,3951892,64.38822993
61440,1893683938,1893680898,3936612,3936612,64.07246094,61440,2871406925,2871414076,5967776,5967776,97.13177083,61440,1912284911,1912281882,3955988,3955988,64.38782552
61504,1897624646,1897621606,3940708,3940708,64.07238554,61504,2877380909,2877388060,5973984,5973984,97.13163371,61504,1916244995,1916241966,3960084,3960084,64.38742196
61568,1901569450,1901566410,3944804,3944804,64.07231029,61568,2883361101,2883368252,5980192,5980192,97.13149688,61568,1920209175,1920206146,3964180,3964180,64.38701923
61632,1905518350,1905515310,3948900,3948900,64.0722352,61632,2889347501,2889354652,5986400,5986400,97.13136033,61632,1924177451,1924174422,3968276,3968276,64.38661734
61696,1909471346,1909468306,3952996,3952996,64.07216027,61696,2895341483,2895347260,5993982,5992608,97.15349455,61696,1928149823,1928146794,3972372,3972372,64.38621629
61760,1913428438,1913425398,3957092,3957092,64.07208549,61760,2901340299,2901346076,5998816,5998816,97.13108808,61760,1932126291,1932123262,3976468,3976468,64.38581606
61824,1917389626,1917386586,3961188,3961188,64.07201087,61824,2907345323,2907351100,6005024,6005024,97.13095238,61824,1936106855,1936103826,3980564,3980564,64.38541667
61888,1921354910,1921351870,3965284,3965284,64.0719364,61888,2913356555,2913362332,6011232,6011232,97.13081696,61888,1940091515,1940088486,3984660,3984660,64.3850181
61952,1925324290,1925321250,3969380,3969380,64.07186209,61952,2919373995,2919379772,6017440,6017440,97.13068182,61952,1944080271,1944077242,3988756,3988756,64.38462035
62016,1929297766,1929294726,3973476,3973476,64.07178793,62016,2925397643,2925403420,6023648,6023648,97.13054696,62016,1948073123,1948070094,3992852,3992852,64.38422343
62080,1933275338,1933272298,3977572,3977572,64.07171392,62080,2931427499,2931433276,6029856,6029856,97.13041237,62080,1952070071,1952067042,3996948,3996948,64.38382732
62144,1937257006,1937253966,3981668,3981668,64.07164006,62144,2937463563,2937469340,6036064,6036064,97.13027806,62144,1956071115,1956068086,4001044,4001044,64.38343203
62208,1941242770,1941239730,3985764,3985764,64.07156636,62208,2943505835,2943511612,6042272,6042272,97.13014403,62208,1960076255,1960073226,4005140,4005140,64.38303755
62272,1945232630,1945229590,3989860,3989860,64.07149281,62272,2949554315,2949560092,6048480,6048480,97.13001028,62272,1964085491,1964082462,4009236,4009236,64.38264388
62336,1949226586,1949223546,3993956,3993956,64.0714194,62336,2955609003,2955614780,6054688,6054688,97.1298768,62336,1968098823,1968095794,4013332,4013332,64.38225103
62400,1953224638,1953221598,3998052,3998052,64.07134615,62400,2961669899,2961675676,6060896,6060896,97.12974359,62400,1972116251,1972113222,4017428,4017428,64.38185897
62464,1957226786,1957223746,4002148,4002148,64.07127305,62464,2967737003,2967742780,6067104,6067104,97.12961066,62464,1976137775,1976134746,4021524,4021524,64.38146773
62528,1961233030,1961229990,4006244,4006244,64.0712001,62528,2973810315,2973816092,6073312,6073312,97.12947799,62528,1980163395,1980160366,4025620,4025620,64.38107728
62592,1965243370,1965240330,4010340,4010340,64.0711273,62592,2979889835,2979895612,6079520,6079520,97.1293456,62592,1984193111,1984190082,4029716,4029716,64.38068763
62656,1969257806,1969254766,4014436,4014436,64.07105465,62656,2985975563,2985981340,6085728,6085728,97.12921348,62656,1988226923,1988223894,4033812,4033812,64.38029877
62720,1973276338,1973273298,4018532,4018532,64.07098214,62720,2992067499,2992073276,6091936,6091936,97.12908163,62720,1992264831,1992261802,4037908,4037908,64.37991071
62784,1977298966,1977295926,4022628,4022628,64.07090979,62784,2998165643,2998171420,6098144,6098144,97.12895005,62784,1996306835,1996303806,4042004,4042004,64.37952345
62848,1981325690,1981322650,4026724,4026724,64.07083758,62848,3004269995,3004275772,6104352,6104352,97.12881874,62848,2000352935,2000349906,4046100,4046100,64.37913697
62912,1985356510,1985353470,4030820,4030820,64.07076551,62912,3010380555,3010386332,6110560,6110560,97.12868769,62912,2004403131,2004400102,4050196,4050196,64.37875127
62976,1989391426,1989388386,4034916,4034916,64.0706936,62976,3016497323,3016503100,6116768,6116768,97.12855691,62976,2008457423,2008454394,4054292,4054292,64.37836636
63040,1993430438,1993427398,4039012,4039012,64.07062183,63040,3022620299,3022626076,6122976,6122976,97.1284264,63040,2012515811,2012512782,4058388,4058388,64.37798223
63104,1997473546,1997470506,4043108,4043108,64.0705502,63104,3028749483,3028755260,6129184,6129184,97.12829615,63104,2016578295,2016575266,4062484,4062484,64.37759888
63168,2001520750,2001517710,4047204,4047204,64.07047872,63168,3034884875,3034890652,6135392,6135392,97.12816616,63168,2020644875,2020641846,4066580,4066580,64.37721631
63232,2005572050,2005569010,4051300,4051300,64.07040739,63232,3041026475,3041032252,6141600,6141600,97.12803644,63232,2024715551,2024712522,4070676,4070676,64.37683451
63296,2009627446,2009624406,4055396,4055396,64.0703362,63296,3047174283,3047180060,6147808,6147808,97.12790698,63296,2028790323,2028787294,4074772,4074772,64.37645349
63360,2013686938,2013683898,4059492,4059492,64.07026515,63360,3053328299,3053335450,6154016,6155390,97.12777778,63360,2032869191,2032866162,4078868,4078868,64.37607323
63424,2017750526,2017747486,4063588,4063588,64.07019425,63424,3059488523,3059495674,6160224,6160224,97.12764884,63424,2036952155,2036949126,4082964,4082964,64.37569374
63488,2021819884,2021815170,4069358,4067684,64.09649068,63488,3065654955,3065662106,6166432,6166432,97.12752016,63488,2041039215,2041037560,4087060,4088434,64.37531502
63552,2025891664,2025886950,4071780,4071780,64.07005287,63552,3071827595,3071834746,6172640,6172640,97.12739174,63552,2045130371,2045128716,4091156,4091156,64.37493706
63616,2029967540,2029962826,4075876,4075876,64.06998239,63616,3078006443,3078013594,6178848,6178848,97.12726358,63616,2049225623,2049223968,4095252,4095252,64.37455986
63680,2034047512,2034042798,4079972,4079972,64.06991206,63680,3084191499,3084198650,6185056,6185056,97.12713568,63680,2053324971,2053323316,4099348,4099348,64.37418342
63744,2038131580,2038126866,4084068,4084068,64.06984187,63744,3090382763,3090389914,6191264,6191264,97.12700803,63744,2057428415,2057426760,4103444,4103444,64.37380773
63808,2042219744,2042215030,4088164,4088164,64.06977182,63808,3096580235,3096587386,6197472,6197472,97.12688064,63808,2061535955,2061534300,4107540,4107540,64.3734328
63872,2046312004,2046307290,4092260,4092260,64.0697019,63872,3102783915,3102791066,6203680,6203680,97.12675351,63872,2065647591,2065645936,4111636,4111636,64.37305862
63936,2050408360,2050403646,4096356,4096356,64.06963213,63936,3108993803,3109000954,6209888,6209888,97.12662663,63936,2069763323,2069761668,4115732,4115732,64.37268519
64000,2054508812,2054504098,4100452,4100452,64.0695625,64000,3115209899,3115217050,6216096,6216096,97.1265,64000,2073883151,2073881496,4119828,4119828,64.3723125
64064,2058613360,2058608646,4104548,4104548,64.06949301,64064,3121432203,3121439354,6222304,6222304,97.12637363,64064,2078007075,2078005420,4123924,4123924,64.37194056
64128,2062722004,2062717290,4108644,4108644,64.06942365,64128,3127660715,3127667866,6228512,6228512,97.1262475,64128,2082135095,2082133440,4128020,4128020,64.37156936
64192,2066834744,2066830030,4112740,4112740,64.06935444,64192,3133895435,3133902586,6234720,6234720,97.12612164,64192,2086267211,2086265556,4132116,4132116,64.3711989
64256,2070951580,2070946866,4116836,4116836,64.06928536,64256,3140136363,3140143514,6240928,6240928,97.12599602,64256,2090403423,2090401768,4136212,4136212,64.37082918
64320,2075072512,2075067798,4120932,4120932,64.06921642,64320,3146383499,3146390650,6247136,6247136,97.12587065,64320,2094543731,2094542076,4140308,4140308,64.3704602
64384,2079197540,2079192826,4125028,4125028,64.06914761,64384,3152636843,3152643994,6253344,6253344,97.12574553,64384,2098688135,2098686480,4144404,4144404,64.37009195
64448,2083326664,2083321950,4129124,4129124,64.06907895,64448,3158896395,3158903546,6259552,6259552,97.12562066,64448,2102836635,2102834980,4148500,4148500,64.36972443
64512,2087459884,2087455170,4133220,4133220,64.06901042,64512,3165162155,3165169306,6265760,6265760,97.12549603,64512,2106989231,2106987576,4152596,4152596,64.36935764
64576,2091597200,2091592486,4137316,4137316,64.06894202,64576,3171434123,3171441274,6271968,6271968,97.12537166,64576,2111145923,2111144268,4156692,4156692,64.36899158
64640,2095738612,2095733898,4141412,4141412,64.06887376,64640,3177712299,3177719450,6278176,6278176,97.12524752,64640,2115306711,2115305056,4160788,4160788,64.36862624
64704,2099884120,2099879406,4145508,4145508,64.06880564,64704,3183996683,3184003834,6284384,6284384,97.12512364,64704,2119471595,2119469940,4164884,4164884,64.36826162
64768,2104033724,2104029010,4149604,4149604,64.06873765,64768,3190287275,3190294426,6290592,6290592,97.125,64768,2123640575,2123638920,4168980,4168980,64.36789773
64832,2108187424,2108182710,4153700,4153700,64.06866979,64832,3196584075,3196591226,6296800,6296800,97.1248766,64832,2127813651,2127811996,4173076,4173076,64.36753455
64896,2112345220,2112340506,4157796,4157796,64.06860207,64896,3202887083,3202894234,6303008,6303008,97.12475345,64896,2131990823,2131989168,4177172,4177172,64.36717209
64960,2116507112,2116502398,4161892,4161892,64.06853448,64960,3209196299,3209205105,6309216,6310871,97.12463054,64960,2136172091,2136170436,4181268,4181268,64.36681034
65024,2120673100,2120668386,4165988,4165988,64.06846703,65024,3215511723,3215520529,6315424,6315424,97.12450787,65024,2140357455,2140355800,4185364,4185364,64.36644931
65088,2124843184,2124838470,4170084,4170084,64.06839971,65088,3221833355,3221842161,6321632,6321632,97.12438545,65088,2144546915,2144545260,4189460,4189460,64.36608899
65152,2129017364,2129012650,4174180,4174180,64.06833251,65152,3228161195,3228170001,6327840,6327840,97.12426326,65152,2148740471,2148738816,4193556,4193556,64.36572937
65216,2133195640,2133190926,4178276,4178276,64.06826546,65216,3234495243,3234504049,6334048,6334048,97.12414132,65216,2152938123,2152936468,4197652,4197652,64.36537046
65280,2137378012,2137373298,4182372,4182372,64.06819853,65280,3240835499,3240844305,6340256,6340256,97.12401961,65280,2157139871,2157138216,4201748,4201748,64.36501225
65344,2141564480,2141559766,4186468,4186468,64.06813173,65344,3247181963,3247190769,6346464,6346464,97.12389814,65344,2161345715,2161344060,4205844,4205844,64.36465475
65408,2145755044,2145750330,4190564,4190564,64.06806507,65408,3253534635,3253543441,6352672,6352672,97.12377691,65408,2165555655,2165554000,4209940,4209940,64.36429795
65472,2149949704,2149944990,4194660,4194660,64.06799853,65472,3259302443,3259311249,5767808,5767808,88.09579668,65472,2169769691,2169768036,4214036,4214036,64.36394184
65536,2149954140,2149949426,4436,4436,0.06768798828,65536,3259310523,3259319329,8080,8080,0.1232910156,65536,2169793503,2169791848,23812,23812,0.3633422852
